bag_id,origin,destination,is_mishandled,failure_point,processing_time_min
BAG00727,JFK,DXB,False,,74
BAG00728,ATL,LHR,False,,95
BAG00729,LHR,ORD,False,,85
BAG00730,LAX,ATL,False,,20
BAG00731,DXB,JFK,True,Sorting,31
BAG00732,DXB,LAX,False,,102
BAG00733,ATL,LAX,False,,112
BAG00734,LHR,JFK,False,,33
BAG00735,ORD,DXB,False,,68
BAG00736,LHR,DXB,True,Loading,81
BAG00737,ORD,LHR,False,,109
BAG00738,LHR,DXB,False,,81
BAG00739,LAX,ATL,True,Sorting,28
BAG00740,LHR,JFK,False,,107
BAG00741,LHR,ORD,False,,74
BAG00742,JFK,DXB,False,,38
BAG00743,ORD,DXB,False,,64
BAG00744,JFK,LHR,False,,91
BAG00745,LHR,DXB,False,,80
BAG00746,JFK,DXB,False,,111
BAG00747,LAX,DXB,True,Transfer,65
BAG00748,DXB,LHR,False,,68
BAG00749,ATL,LAX,False,,87
BAG00750,DXB,JFK,False,,101
BAG00751,LHR,ORD,False,,59
BAG00752,ATL,JFK,False,,34
BAG00753,JFK,ORD,False,,93
BAG00754,LAX,ATL,False,,29
BAG00755,DXB,LAX,False,,92
BAG00756,JFK,LHR,False,,89
BAG00757,ORD,DXB,False,,57
BAG00758,ORD,LAX,True,Loading,31
BAG00759,ORD,ATL,False,,64
BAG00760,LAX,DXB,False,,68
BAG00761,JFK,LAX,False,,40
BAG00762,DXB,ORD,False,,118
BAG00763,LHR,JFK,False,,49
BAG00764,ATL,LHR,False,,86
BAG00765,ORD,LHR,False,,60
BAG00766,ORD,LAX,False,,119
BAG00767,ATL,JFK,False,,53
BAG00768,ATL,DXB,False,,56
BAG00769,JFK,LAX,False,,38
BAG00770,LHR,LAX,False,,111
BAG00771,ORD,ATL,False,,110
BAG00772,DXB,ORD,False,,57
BAG00773,LHR,LAX,False,,75
BAG00774,ATL,JFK,False,,69
BAG00775,LHR,ORD,False,,64
BAG00776,ATL,LAX,True,Loading,83
BAG00777,ORD,LAX,False,,25
BAG00778,ORD,DXB,False,,49
BAG00779,LAX,DXB,False,,56
BAG00780,LAX,LHR,False,,106
BAG00781,DXB,ATL,False,,92
BAG00782,JFK,DXB,False,,66
BAG00783,DXB,ATL,True,Loading,87
BAG00784,LHR,DXB,False,,32
BAG00785,LAX,DXB,False,,106
BAG00786,ORD,ATL,False,,51
BAG00787,LHR,ORD,False,,104
BAG00788,DXB,ATL,False,,30
BAG00789,ATL,ORD,False,,82
BAG00790,LHR,ORD,False,,117
BAG00791,ORD,LHR,False,,36
BAG00792,ORD,LHR,False,,105
BAG00793,JFK,ORD,False,,104
BAG00794,ATL,DXB,False,,55
BAG00795,DXB,ORD,False,,110
BAG00796,LHR,LAX,False,,64
BAG00797,ATL,DXB,False,,111
BAG00798,LHR,JFK,False,,60
BAG00799,DXB,LAX,False,,36
BAG00800,ORD,ATL,False,,71
BAG00801,DXB,LAX,False,,94
BAG00802,JFK,ATL,False,,100
BAG00803,ORD,DXB,False,,101
BAG00804,ATL,ORD,False,,23
BAG00805,LHR,ORD,False,,92
BAG00806,ATL,DXB,False,,116
BAG00807,ORD,ATL,False,,32
BAG00808,DXB,LHR,False,,99
BAG00809,LAX,DXB,True,Transfer,73
BAG00810,LAX,ORD,False,,40
BAG00811,ATL,LAX,False,,54
BAG00812,DXB,JFK,False,,54
BAG00813,ORD,LAX,False,,90
BAG00814,DXB,ORD,False,,44
BAG00815,LHR,JFK,False,,32
BAG00816,LHR,ATL,False,,20
BAG00817,ATL,ORD,False,,42
BAG00818,JFK,ORD,False,,23
BAG00819,DXB,ORD,False,,22
BAG00820,DXB,ATL,False,,115
BAG00821,LAX,DXB,False,,35
BAG00822,LAX,JFK,False,,35
BAG00823,DXB,ATL,False,,109
BAG00824,LHR,ATL,False,,86
BAG00825,DXB,ORD,True,Transfer,72
BAG00826,JFK,LAX,False,,72
BAG00827,LHR,DXB,False,,38
BAG00828,JFK,LAX,False,,100
BAG00829,DXB,LAX,False,,91
BAG00830,DXB,ATL,False,,33
BAG00831,LAX,LHR,False,,72
BAG00832,DXB,ATL,False,,106
BAG00833,LAX,LHR,False,,97
BAG00834,LAX,ORD,False,,94
BAG00835,JFK,LHR,False,,76
BAG00836,JFK,ORD,False,,37
BAG00837,DXB,JFK,False,,69
BAG00838,JFK,DXB,False,,83
BAG00839,LHR,ATL,False,,84
BAG00840,ORD,ATL,False,,53
BAG00841,ATL,LHR,False,,34
BAG00842,ORD,DXB,False,,89
BAG00843,ATL,ORD,False,,77
BAG00844,LAX,DXB,False,,110
BAG00845,JFK,ORD,False,,104
BAG00846,LHR,ORD,False,,52
BAG00847,ATL,ORD,False,,66
BAG00848,JFK,LAX,False,,102
BAG00849,ORD,LHR,False,,36
BAG00850,LHR,ATL,False,,118
BAG00851,LAX,ATL,False,,90
BAG00852,JFK,DXB,False,,32
BAG00853,ATL,LAX,False,,92
BAG00854,DXB,ORD,False,,105
BAG00855,JFK,LHR,False,,64
BAG00856,LHR,LAX,False,,27
BAG00857,ATL,LAX,False,,89
BAG00858,ATL,LHR,False,,73
BAG00859,DXB,JFK,False,,118
BAG00860,LHR,JFK,False,,73
BAG00861,LAX,DXB,False,,72
BAG00862,LAX,DXB,False,,43
BAG00863,LAX,JFK,False,,29
BAG00864,ORD,JFK,False,,36
BAG00865,ATL,LHR,True,Transfer,44
BAG00866,ATL,LAX,False,,84
BAG00867,ATL,LHR,False,,100
BAG00868,ATL,LAX,False,,72
BAG00869,LAX,ATL,False,,53
BAG00870,LHR,DXB,False,,74
BAG00871,LAX,LHR,False,,31
BAG00872,ORD,DXB,False,,26
BAG00873,ATL,ORD,True,Transfer,27
BAG00874,JFK,LAX,False,,64
BAG00875,DXB,ORD,False,,86
BAG00876,LHR,JFK,False,,117
BAG00877,ATL,DXB,False,,106
BAG00878,ATL,LAX,False,,28
BAG00879,LHR,ATL,False,,34
BAG00880,ATL,JFK,False,,109
BAG00881,ATL,LAX,False,,44
BAG00882,LAX,ATL,False,,30
BAG00883,LHR,DXB,False,,87
BAG00884,ATL,ORD,False,,68
BAG00885,ATL,LHR,False,,50
BAG00886,JFK,ORD,False,,24
BAG00887,ATL,LHR,False,,73
BAG00888,JFK,ORD,False,,117
BAG00889,LHR,LAX,False,,88
BAG00890,DXB,LAX,False,,65
BAG00891,LHR,ORD,False,,112
BAG00892,ATL,DXB,True,Sorting,100
BAG00893,ORD,DXB,False,,114
BAG00894,ATL,LHR,False,,35
BAG00895,ATL,ORD,False,,75
BAG00896,ORD,LAX,False,,95
BAG00897,ORD,DXB,False,,38
BAG00898,DXB,LAX,False,,23
BAG00899,ATL,ORD,False,,117
BAG00900,JFK,ATL,False,,99
BAG00901,LAX,ORD,False,,32
BAG00902,LAX,LHR,False,,84
BAG00903,ORD,JFK,False,,107
BAG00904,LAX,DXB,False,,28
BAG00905,LHR,LAX,False,,111
BAG00906,ATL,LAX,False,,104
BAG00907,LAX,LHR,False,,74
BAG00908,ORD,DXB,False,,112
BAG00909,ORD,LHR,False,,29
BAG00910,ATL,JFK,False,,46
BAG00911,LAX,ATL,False,,108
BAG00912,LHR,JFK,False,,39
BAG00913,LHR,ORD,False,,110
BAG00914,LAX,JFK,False,,112
BAG00915,ATL,DXB,False,,87
BAG00916,JFK,ORD,False,,45
BAG00917,LHR,ATL,False,,29
BAG00918,ORD,ATL,False,,24
BAG00919,LAX,JFK,False,,117
BAG00920,LHR,JFK,False,,88
BAG00921,ORD,ATL,False,,95
BAG00922,LAX,ATL,False,,79
BAG00923,LAX,DXB,False,,23
BAG00924,LAX,LHR,False,,112
BAG00925,JFK,ATL,False,,65
BAG00926,ATL,JFK,False,,34
BAG00927,ORD,DXB,False,,43
BAG00928,ORD,DXB,False,,112
BAG00929,LAX,LHR,False,,76
BAG00930,JFK,DXB,False,,42
BAG00931,LHR,DXB,False,,72
BAG00932,DXB,JFK,True,Sorting,79
BAG00933,DXB,LHR,False,,59
BAG00934,DXB,LHR,False,,22
BAG00935,ORD,LHR,False,,57
BAG00936,ORD,LHR,False,,88
BAG00937,LHR,LAX,False,,81
BAG00938,LHR,JFK,False,,70
BAG00939,DXB,JFK,False,,66
BAG00940,DXB,ATL,False,,41
BAG00941,LHR,DXB,False,,35
BAG00942,ORD,LAX,False,,78
BAG00943,LAX,JFK,False,,115
BAG00944,LAX,JFK,False,,67
BAG00945,ATL,JFK,False,,84
BAG00946,JFK,ATL,False,,107
BAG00947,LAX,ATL,False,,42
BAG00948,LAX,DXB,False,,100
BAG00949,LAX,ATL,False,,92
BAG00950,LHR,ATL,False,,22
BAG00951,JFK,LAX,False,,66
BAG00952,LHR,JFK,False,,109
BAG00953,ATL,LHR,False,,102
BAG00954,ORD,LHR,False,,97
BAG00955,LAX,JFK,False,,80
BAG00956,ATL,ORD,False,,25
BAG00957,JFK,LAX,False,,102
BAG00958,LHR,JFK,False,,99
BAG00959,DXB,LHR,False,,81
BAG00960,ORD,ATL,False,,62
BAG00961,LAX,JFK,False,,87
BAG00962,ATL,LAX,False,,76
BAG00963,LHR,ORD,False,,102
BAG00964,ORD,LAX,False,,91
BAG00965,ATL,JFK,False,,72
BAG00966,ORD,DXB,False,,36
BAG00967,DXB,JFK,False,,47
BAG00968,DXB,LHR,False,,78
BAG00969,JFK,ORD,False,,38
BAG00970,DXB,LHR,False,,113
BAG00971,ATL,JFK,False,,73
BAG00972,DXB,ORD,False,,112
BAG00973,ATL,DXB,False,,82
BAG00974,LAX,JFK,False,,109
BAG00975,DXB,LHR,False,,85
BAG00976,DXB,LAX,False,,81
BAG00977,JFK,DXB,False,,103
BAG00978,JFK,LAX,False,,95
BAG00979,ORD,ATL,False,,108
BAG00980,ORD,LAX,False,,93
BAG00981,DXB,LAX,False,,58
BAG00982,ORD,DXB,False,,39
BAG00983,ORD,JFK,False,,38
BAG00984,ATL,ORD,False,,49
BAG00985,LHR,LAX,False,,25
BAG00986,ORD,LAX,False,,115
BAG00987,DXB,JFK,False,,78
BAG00988,ATL,LAX,False,,84
BAG00989,ORD,LAX,False,,72
BAG00990,ORD,ATL,False,,41
BAG00991,ATL,LAX,False,,47
BAG00992,JFK,LAX,False,,26
BAG00993,JFK,LAX,False,,20
BAG00994,LAX,LHR,False,,65
BAG00995,LAX,JFK,False,,46
BAG00996,DXB,LAX,False,,104
BAG00997,JFK,LHR,False,,23
BAG00998,LHR,ORD,False,,45
BAG00999,ORD,LHR,False,,60
BAG01000,LAX,ORD,False,,59
BAG01001,JFK,DXB,False,,115
BAG01002,ATL,JFK,False,,88
BAG01003,ORD,LAX,False,,80
BAG01004,LAX,ATL,False,,52
BAG01005,ORD,LAX,False,,29
BAG01006,LAX,ATL,False,,82
BAG01007,LHR,ORD,False,,84
BAG01008,ORD,ATL,False,,100
BAG01009,JFK,DXB,False,,108
BAG01010,JFK,LHR,False,,73
BAG01011,LHR,JFK,True,Transfer,104
BAG01012,LAX,DXB,False,,79
BAG01013,DXB,LAX,False,,56
BAG01014,ATL,LAX,False,,41
BAG01015,ORD,LAX,True,Loading,26
BAG01016,LHR,ORD,False,,87
BAG01017,ATL,JFK,False,,97
BAG01018,DXB,LAX,False,,57
BAG01019,LHR,DXB,False,,93
BAG01020,ATL,DXB,False,,86
BAG01021,LHR,ATL,False,,87
BAG01022,LHR,JFK,False,,79
BAG01023,ORD,LAX,False,,40
BAG01024,LHR,LAX,False,,44
BAG01025,LHR,DXB,False,,68
BAG01026,LAX,ORD,False,,116
BAG01027,JFK,DXB,False,,25
BAG01028,ORD,DXB,False,,41
BAG01029,JFK,DXB,False,,100
BAG01030,ATL,ORD,False,,105
BAG01031,JFK,DXB,False,,106
BAG01032,LHR,ATL,False,,42
BAG01033,LHR,JFK,False,,104
BAG01034,LAX,DXB,False,,37
BAG01035,DXB,JFK,False,,51
BAG01036,LAX,ATL,False,,29
BAG01037,ATL,ORD,False,,92
BAG01038,LAX,LHR,False,,58
BAG01039,DXB,ORD,False,,47
BAG01040,ORD,DXB,False,,52
BAG01041,DXB,JFK,False,,93
BAG01042,LAX,JFK,False,,117
BAG01043,ORD,DXB,False,,53
BAG01044,LHR,DXB,False,,83
BAG01045,LHR,DXB,False,,107
BAG01046,LAX,JFK,False,,88
BAG01047,LAX,JFK,False,,77
BAG01048,JFK,DXB,False,,81
BAG01049,JFK,ATL,False,,22
BAG01050,LHR,DXB,False,,45
BAG01051,ATL,JFK,False,,92
BAG01052,JFK,DXB,False,,99
BAG01053,JFK,ATL,False,,90
BAG01054,DXB,LHR,False,,85
BAG01055,JFK,DXB,False,,30
BAG01056,LHR,JFK,False,,70
BAG01057,LAX,LHR,False,,55
BAG01058,ATL,LHR,False,,64
BAG01059,LAX,ORD,False,,98
BAG01060,ATL,DXB,False,,112
BAG01061,ORD,ATL,False,,97
BAG01062,ORD,LHR,False,,94
BAG01063,LAX,ATL,False,,49
BAG01064,ORD,LAX,False,,68
BAG01065,JFK,LHR,False,,117
BAG01066,LHR,JFK,False,,92
BAG01067,LAX,ORD,False,,64
BAG01068,DXB,LAX,False,,118
BAG01069,LHR,ORD,False,,48
BAG01070,ORD,LHR,False,,111
BAG01071,DXB,LHR,False,,35
BAG01072,ORD,DXB,False,,55
BAG01073,LAX,DXB,False,,81
BAG01074,LAX,LHR,False,,32
BAG01075,ORD,ATL,False,,78
BAG01076,LAX,LHR,False,,30
BAG01077,JFK,ORD,False,,31
BAG01078,ORD,LAX,False,,81
BAG01079,JFK,LAX,False,,57
BAG01080,ORD,DXB,False,,64
BAG01081,ATL,DXB,False,,32
BAG01082,ORD,LHR,False,,93
BAG01083,LHR,ATL,False,,89
BAG01084,ATL,LAX,False,,95
BAG01085,JFK,LHR,False,,56
BAG01086,DXB,LHR,False,,54
BAG01087,LHR,ATL,True,Loading,67
BAG01088,DXB,JFK,False,,78
BAG01089,LHR,DXB,False,,21
BAG01090,ORD,JFK,False,,57
BAG01091,ORD,LHR,False,,80
BAG01092,ORD,DXB,False,,110
BAG01093,ORD,DXB,False,,54
BAG01094,ATL,ORD,False,,73
BAG01095,ORD,LHR,False,,54
BAG01096,DXB,LAX,False,,119
BAG01097,ORD,LAX,False,,99
BAG01098,LHR,DXB,False,,102
BAG01099,JFK,LHR,False,,38
BAG01100,ORD,LAX,False,,62
BAG01101,JFK,LHR,False,,106
BAG01102,ORD,LAX,False,,88
BAG01103,ORD,DXB,False,,31
BAG01104,LAX,LHR,False,,61
BAG01105,ATL,JFK,False,,51
BAG01106,ORD,DXB,False,,74
BAG01107,DXB,LAX,False,,94
BAG01108,LHR,ATL,False,,60
BAG01109,ORD,JFK,False,,93
BAG01110,DXB,ORD,False,,90
BAG01111,ATL,JFK,False,,95
BAG01112,DXB,LAX,False,,112
BAG01113,DXB,LAX,True,Sorting,78
BAG01114,ORD,LHR,False,,39
BAG01115,DXB,ORD,False,,109
BAG01116,DXB,LHR,False,,56
BAG01117,JFK,ORD,False,,45
BAG01118,ORD,LHR,False,,41
BAG01119,ATL,DXB,False,,49
BAG01120,JFK,LHR,False,,35
BAG01121,DXB,ORD,False,,64
BAG01122,ORD,ATL,False,,107
BAG01123,JFK,ATL,False,,56
BAG01124,LAX,JFK,False,,76
BAG01125,LHR,ATL,False,,72
BAG01126,ATL,JFK,False,,61
BAG01127,DXB,LHR,False,,30
BAG01128,LAX,ORD,False,,77
BAG01129,LAX,ATL,False,,107
BAG01130,LAX,LHR,False,,103
BAG01131,ORD,DXB,False,,59
BAG01132,ATL,ORD,False,,27
BAG01133,LHR,ATL,False,,47
BAG01134,JFK,LHR,False,,115
BAG01135,ATL,DXB,False,,23
BAG01136,LAX,ORD,False,,30
BAG01137,ATL,DXB,False,,29
BAG01138,DXB,ORD,True,Loading,106
BAG01139,JFK,LAX,False,,114
BAG01140,LAX,JFK,False,,72
BAG01141,LAX,JFK,False,,108
BAG01142,LAX,ATL,False,,36
BAG01143,LAX,DXB,False,,28
BAG01144,ATL,LAX,False,,101
BAG01145,LHR,JFK,False,,63
BAG01146,DXB,ORD,False,,118
BAG01147,LAX,LHR,False,,115
BAG01148,DXB,LHR,False,,25
BAG01149,ORD,DXB,False,,109
BAG01150,DXB,ATL,False,,91
BAG01151,JFK,DXB,False,,82
BAG01152,DXB,ATL,False,,86
BAG01153,ATL,ORD,False,,117
BAG01154,DXB,LHR,False,,91
BAG01155,DXB,JFK,False,,51
BAG01156,ORD,LAX,False,,78
BAG01157,ATL,JFK,False,,112
BAG01158,LHR,ATL,False,,60
BAG01159,DXB,LHR,False,,41
BAG01160,ATL,DXB,False,,61
BAG01161,LAX,JFK,False,,96
BAG01162,JFK,LHR,False,,34
BAG01163,LHR,JFK,False,,91
BAG01164,LAX,ATL,True,Loading,91
BAG01165,ORD,LAX,False,,32
BAG01166,LHR,JFK,False,,80
BAG01167,LAX,ORD,False,,49
BAG01168,LHR,LAX,False,,113
BAG01169,LAX,DXB,False,,113
BAG01170,LHR,JFK,False,,34
BAG01171,JFK,LHR,False,,114
BAG01172,LHR,ATL,False,,76
BAG01173,ATL,JFK,False,,20
BAG01174,ATL,ORD,False,,99
BAG01175,JFK,LHR,False,,97
BAG01176,JFK,LAX,False,,46
BAG01177,DXB,ATL,False,,61
BAG01178,DXB,ORD,False,,62
BAG01179,JFK,LAX,False,,112
BAG01180,LHR,DXB,False,,75
BAG01181,DXB,LAX,False,,83
BAG01182,ORD,JFK,False,,30
BAG01183,JFK,DXB,False,,82
BAG01184,ORD,LHR,False,,25
BAG01185,ORD,LHR,False,,56
BAG01186,ORD,LHR,False,,109
BAG01187,JFK,ATL,False,,32
BAG01188,ATL,LAX,False,,119
BAG01189,ATL,ORD,False,,118
BAG01190,DXB,ORD,False,,61
BAG01191,LAX,JFK,False,,91
BAG01192,LAX,LHR,False,,46
BAG01193,JFK,LHR,False,,33
BAG01194,LHR,JFK,False,,86
BAG01195,LAX,ORD,False,,39
BAG01196,LAX,ATL,False,,24
BAG01197,ORD,LAX,False,,34
BAG01198,ORD,LHR,False,,63
BAG01199,LAX,ORD,False,,69
BAG01200,ATL,LHR,False,,106
BAG01201,JFK,LAX,False,,22
BAG01202,LAX,DXB,False,,68
BAG01203,ATL,DXB,False,,116
BAG01204,ATL,DXB,False,,71
BAG01205,DXB,JFK,False,,24
BAG01206,DXB,JFK,True,Transfer,106
BAG01207,ATL,ORD,False,,111
BAG01208,ORD,ATL,False,,29
BAG01209,JFK,LHR,True,Transfer,94
BAG01210,LHR,DXB,False,,72
BAG01211,LHR,ORD,False,,112
BAG01212,LHR,JFK,False,,21
BAG01213,JFK,LHR,False,,30
BAG01214,ATL,LHR,False,,109
BAG01215,LHR,ORD,False,,83
BAG01216,LHR,DXB,False,,113
BAG01217,JFK,ORD,False,,53
BAG01218,ATL,JFK,False,,74
BAG01219,DXB,LHR,False,,84
BAG01220,JFK,ORD,False,,40
BAG01221,JFK,ATL,False,,27
BAG01222,DXB,JFK,False,,109
BAG01223,LHR,JFK,False,,97
BAG01224,LHR,ORD,False,,91
BAG01225,LHR,DXB,False,,50
BAG01226,LHR,ORD,True,Sorting,105
BAG01227,LAX,JFK,False,,53
BAG01228,LAX,DXB,False,,25
BAG01229,DXB,ORD,False,,37
BAG01230,ATL,JFK,False,,97
BAG01231,LHR,ATL,False,,38
BAG01232,ORD,LHR,False,,54
BAG01233,ORD,LHR,False,,51
BAG01234,LAX,LHR,False,,80
BAG01235,LHR,JFK,False,,69
BAG01236,JFK,ATL,False,,32
BAG01237,DXB,LAX,False,,56
BAG01238,DXB,ATL,False,,99
BAG01239,ATL,LHR,False,,47
BAG01240,LHR,LAX,False,,27
BAG01241,ORD,JFK,False,,85
BAG01242,ATL,ORD,False,,76
BAG01243,ORD,LAX,False,,88
BAG01244,LHR,DXB,False,,117
BAG01245,ORD,DXB,False,,113
BAG01246,DXB,LAX,False,,23
BAG01247,LHR,LAX,False,,59
BAG01248,LAX,JFK,False,,103
BAG01249,DXB,ORD,False,,30
BAG01250,ORD,JFK,False,,82
BAG01251,ATL,JFK,False,,24
BAG01252,DXB,ORD,False,,103
BAG01253,DXB,ORD,False,,22
BAG01254,JFK,LHR,False,,33
BAG01255,JFK,ORD,False,,92
BAG01256,LAX,ATL,False,,88
BAG01257,ATL,JFK,False,,44
BAG01258,LAX,ORD,False,,77
BAG01259,DXB,JFK,False,,118
BAG01260,ATL,LAX,False,,94
BAG01261,ORD,DXB,False,,64
BAG01262,JFK,ORD,False,,61
BAG01263,LAX,ATL,True,Sorting,37
BAG01264,ORD,DXB,False,,35
BAG01265,DXB,JFK,False,,66
BAG01266,LAX,LHR,False,,23
BAG01267,DXB,LAX,False,,46
BAG01268,ORD,LHR,False,,62
BAG01269,JFK,DXB,False,,55
BAG01270,LHR,DXB,False,,55
BAG01271,ATL,DXB,False,,49
BAG01272,DXB,LAX,False,,71
BAG01273,ATL,DXB,False,,86
BAG01274,ATL,LHR,False,,40
BAG01275,LHR,ORD,False,,48
BAG01276,ATL,JFK,False,,55
BAG01277,LAX,ORD,False,,119
BAG01278,DXB,LHR,False,,53
BAG01279,LHR,ORD,False,,112
BAG01280,ATL,LHR,False,,55
BAG01281,JFK,ATL,False,,89
BAG01282,ATL,JFK,False,,51
BAG01283,ATL,LAX,False,,39
BAG01284,DXB,ORD,False,,77
BAG01285,ATL,DXB,False,,96
BAG01286,LAX,JFK,False,,26
BAG01287,ATL,ORD,False,,50
BAG01288,ORD,JFK,False,,50
BAG01289,ORD,DXB,False,,78
BAG01290,ATL,LAX,False,,79
BAG01291,JFK,DXB,False,,107
BAG01292,JFK,ATL,False,,23
BAG01293,LAX,ORD,False,,100
BAG01294,JFK,ATL,False,,84
BAG01295,ATL,DXB,False,,21
BAG01296,LAX,LHR,False,,45
BAG01297,ORD,LAX,False,,86
BAG01298,ATL,ORD,False,,73
BAG01299,LAX,JFK,False,,79
BAG01300,DXB,ATL,False,,44
BAG01301,LHR,LAX,False,,59
BAG01302,JFK,DXB,False,,61
BAG01303,LHR,DXB,False,,103
BAG01304,LAX,ATL,False,,99
BAG01305,LAX,ORD,False,,31
BAG01306,JFK,LHR,True,Loading,115
BAG01307,JFK,ORD,False,,58
BAG01308,ATL,LAX,False,,55
BAG01309,DXB,ORD,False,,76
BAG01310,DXB,LAX,False,,31
BAG01311,LHR,ATL,False,,43
BAG01312,LHR,LAX,False,,37
BAG01313,DXB,LAX,False,,95
BAG01314,DXB,ATL,False,,41
BAG01315,DXB,LHR,False,,108
BAG01316,JFK,DXB,False,,37
BAG01317,DXB,ORD,False,,35
BAG01318,ORD,DXB,False,,97
BAG01319,DXB,ATL,False,,106
BAG01320,DXB,LHR,False,,51
BAG01321,ATL,JFK,False,,63
BAG01322,LAX,DXB,False,,106
BAG01323,ORD,ATL,True,Transfer,118
BAG01324,JFK,LHR,False,,73
BAG01325,DXB,LHR,False,,54
BAG01326,LHR,JFK,False,,44
BAG01327,DXB,LAX,False,,110
BAG01328,JFK,LAX,False,,106
BAG01329,ORD,ATL,False,,109
BAG01330,ORD,LHR,False,,84
BAG01331,LAX,DXB,False,,100
BAG01332,LAX,DXB,False,,27
BAG01333,LHR,ORD,False,,79
BAG01334,ORD,DXB,False,,95
BAG01335,ATL,DXB,False,,58
BAG01336,ATL,ORD,False,,110
BAG01337,LHR,ORD,False,,79
BAG01338,JFK,LHR,False,,72
BAG01339,LHR,ORD,False,,91
BAG01340,LAX,ORD,False,,45
BAG01341,ORD,DXB,False,,39
BAG01342,ORD,ATL,False,,114
BAG01343,DXB,ORD,False,,46
BAG01344,ORD,LAX,False,,83
BAG01345,DXB,ATL,False,,61
BAG01346,ATL,JFK,False,,91
BAG01347,ORD,LHR,False,,26
BAG01348,ORD,DXB,False,,31
BAG01349,LAX,LHR,False,,56
BAG01350,DXB,LHR,False,,32
BAG01351,JFK,DXB,False,,76
BAG01352,ATL,LHR,False,,68
BAG01353,DXB,LAX,False,,73
BAG01354,JFK,DXB,False,,47
BAG01355,ORD,JFK,False,,73
BAG01356,LHR,ORD,False,,33
BAG01357,DXB,ORD,False,,36
BAG01358,ORD,LHR,False,,98
BAG01359,DXB,JFK,False,,66
BAG01360,LHR,ATL,False,,83
BAG01361,JFK,ORD,False,,100
BAG01362,LAX,JFK,False,,29
BAG01363,JFK,DXB,False,,110
BAG01364,ATL,JFK,False,,72
BAG01365,ATL,LAX,True,Transfer,109
BAG01366,ATL,JFK,True,Loading,92
BAG01367,LHR,ORD,False,,43
BAG01368,ORD,LHR,False,,62
BAG01369,ORD,JFK,False,,48
BAG01370,ORD,ATL,False,,23
BAG01371,LHR,JFK,False,,65
BAG01372,LAX,JFK,False,,49
BAG01373,DXB,ORD,False,,31
BAG01374,DXB,ATL,False,,72
BAG01375,LHR,JFK,False,,109
BAG01376,LAX,DXB,False,,63
BAG01377,DXB,ORD,False,,114
BAG01378,DXB,LHR,True,Loading,52
BAG01379,LAX,DXB,False,,113
BAG01380,ORD,JFK,False,,95
BAG01381,LHR,JFK,False,,34
BAG01382,LAX,LHR,True,Loading,37
BAG01383,ORD,ATL,False,,57
BAG01384,LHR,LAX,False,,78
BAG01385,LAX,ATL,False,,101
BAG01386,ATL,JFK,False,,107
BAG01387,DXB,LAX,False,,25
BAG01388,LAX,JFK,False,,104
BAG01389,ORD,LHR,False,,70
BAG01390,JFK,LAX,True,Loading,51
BAG01391,LHR,DXB,False,,115
BAG01392,ORD,LAX,False,,34
BAG01393,LHR,ORD,False,,102
BAG01394,LAX,LHR,False,,54
BAG01395,DXB,ATL,False,,96
BAG01396,LHR,ORD,False,,27
BAG01397,LAX,LHR,False,,70
BAG01398,LHR,ORD,False,,106
BAG01399,LHR,ORD,False,,79
BAG01400,DXB,LHR,False,,90
BAG01401,DXB,LAX,False,,43
BAG01402,JFK,DXB,False,,29
BAG01403,ORD,JFK,False,,31
BAG01404,JFK,LAX,False,,97
BAG01405,JFK,LHR,False,,62
BAG01406,DXB,LHR,False,,37
BAG01407,DXB,LHR,False,,47
BAG01408,LAX,ATL,True,Sorting,111
BAG01409,ORD,ATL,False,,28
BAG01410,ATL,LHR,False,,65
BAG01411,JFK,ORD,True,Loading,27
BAG01412,DXB,LHR,False,,44
BAG01413,ATL,LAX,False,,85
BAG01414,LAX,DXB,False,,82
BAG01415,ATL,DXB,False,,74
BAG01416,ORD,ATL,False,,72
BAG01417,LAX,DXB,False,,84
BAG01418,ORD,ATL,False,,42
BAG01419,DXB,ORD,False,,74
BAG01420,ATL,LHR,False,,52
BAG01421,ORD,LHR,False,,68
BAG01422,LHR,LAX,False,,118
BAG01423,DXB,LHR,False,,73
BAG01424,DXB,ATL,False,,79
BAG01425,LHR,ATL,False,,105
BAG01426,LHR,LAX,False,,44
BAG01427,JFK,LAX,False,,83
BAG01428,ORD,ATL,False,,49
BAG01429,LHR,ORD,False,,98
BAG01430,JFK,DXB,False,,42
BAG01431,ORD,DXB,False,,107
BAG01432,ORD,ATL,False,,69
BAG01433,ATL,ORD,False,,28
BAG01434,LHR,DXB,False,,40
BAG01435,LAX,DXB,False,,106
BAG01436,ATL,DXB,False,,111
BAG01437,JFK,LHR,False,,44
BAG01438,LAX,ORD,False,,94
BAG01439,JFK,DXB,False,,64
BAG01440,ORD,LAX,False,,118
BAG01441,JFK,ATL,False,,107
BAG01442,LHR,ORD,False,,119
BAG01443,JFK,DXB,False,,117
BAG01444,JFK,ORD,False,,42
BAG01445,ORD,JFK,False,,92
BAG01446,JFK,ORD,False,,53
BAG01447,ATL,LAX,False,,64
BAG01448,DXB,LHR,False,,115
BAG01449,JFK,ATL,False,,29
BAG01450,DXB,JFK,False,,79
BAG01451,ATL,DXB,False,,34
BAG01452,ATL,JFK,False,,45
BAG01453,ATL,JFK,True,Transfer,71
BAG01454,LHR,DXB,False,,37
BAG01455,LAX,DXB,False,,61
